Country,Region,sex,extract_date,age_0,age_1,age_2,age_3,age_4,age_5,age_6,age_7,age_8,age_9,age_10,age_11,age_12,age_13,age_14,age_15,age_16,age_17,age_18,age_19,age_20,age_21,age_22,age_23,age_24,age_25,age_26,age_27,age_28,age_29,age_30,age_31,age_32,age_33,age_34,age_35,age_36,age_37,age_38,age_39,age_40,age_41,age_42,age_43,age_44,age_45,age_46,age_47,age_48,age_49,age_50,age_51,age_52,age_53,age_54,age_55,age_56,age_57,age_58,age_59,age_60,age_61,age_62,age_63,age_64,age_65,age_66,age_67,age_68,age_69,age_70,age_71,age_72,age_73,age_74,age_75,age_76,age_77,age_78,age_79,age_80,age_81,age_82,age_83,age_84,age_85,age_86,age_87,age_88,age_89,age_90,age_91,age_92,age_93,age_94,age_95
England,South East,male,2023-12-01,42137,47782,50803,51190,53578,55851,56596,59798,59794,60730,61490,65277,65224,64544,63657,64174,63586,61662,59085,56442,54997,52984,55909,57972,61000,62358,62603,61928,63389,64998,65194,69004,69405,71562,71561,73886,73510,71180,72779,70240,71051,71620,71684,73562,71528,67521,64415,64588,65821,67570,66447,68845,70905,68439,68705,69425,69226,68690,69767,69200,66681,63896,61630,58791,57059,54042,52134,49595,46196,45882,44455,42471,42136,41291,42208,43353,49447,41901,33785,34392,30749,27124,21253,20916,20271,18179,16055,14399,11936,10042,8130,6843,5563,4202,3061,6445
England,South East,persons,2023-12-01,82261,93351,99322,99905,104108,108650,110459,116644,116975,118410,120028,126858,126438,126202,123854,125212,123585,119881,114071,109789,107490,104904,111366,117430,122892,122118,123568,122956,125574,128377,130531,137892,139195,144412,143037,147496,145759,142664,144489,139740,141214,141584,141698,145158,140650,132017,126434,127311,128597,132222,131089,135648,140228,135343,135850,137985,137231,136649,137632,137108,132811,127752,123090,118110,114297,109537,105637,100356,95203,94519,92779,88986,88432,87971,90845,93103,105534,90418,73218,74823,67687,60576,47861,47790,47138,43123,38423,34622,29702,25812,21516,18878,15667,12820,9670,23775
England,South West,female,2023-12-01,21608,24082,26330,26222,27653,28625,29766,31191,31393,32388,32732,34022,34695,33930,33653,34317,33451,32946,34001,34898,35541,33946,33897,35067,35922,35429,35966,36263,36420,37827,38464,39765,40186,41327,40164,41599,40734,39708,39918,38777,38116,38192,38045,38783,37157,34890,33432,34285,34489,36424,37034,39142,41507,40384,41573,41348,42482,43438,43659,43884,42797,41852,40739,39311,38530,37476,36165,35056,33210,34197,34372,32830,32704,32641,33625,34869,39153,32992,27473,28709,25704,23166,19000,18588,18011,16661,15214,13511,12153,10578,9250,8044,6827,5632,4464,11603
England,South West,male,2023-12-01,22458,25848,27675,27145,29478,30159,31314,32912,33105,33619,34252,36550,36003,35969,35005,35666,34900,33902,34174,34186,34752,33748,33879,34845,35846,37074,37909,37400,37370,38856,39157,40123,40772,41344,40701,41599,40752,40014,39746,38712,38955,38862,38627,39440,38194,35461,33929,34217,34957,36448,37677,39109,41364,39910,41596,41056,41946,42518,43094,43253,42183,41269,39625,38896,37547,35980,34910,33869,31835,31444,31327,29850,30351,29686,30962,30703,35859,29524,24514,24756,22278,19832,15250,14850,14202,12792,11409,9931,8376,6843,5663,4728,3693,2937,2117,4290
England,South West,persons,2023-12-01,44185,49963,54039,53326,57165,58718,61095,64043,64515,66035,66954,70546,70595,69989,68721,70030,68323,66883,68154,69246,70167,67874,67704,69874,71759,72501,73915,73553,73836,76682,77574,79838,81046,82825,80900,83184,81465,79672,79662,77537,77119,77045,76622,78215,75413,70243,67387,68483,69366,72952,74672,78215,82871,80223,83160,82452,84365,85957,86703,87150,84912,83140,80434,78170,76081,73466,71062,68795,65014,65568,65892,62645,62951,62496,64607,65628,75069,62564,51860,53539,47960,42999,34343,33467,32203,29454,26625,23428,20506,17519,14877,12767,10513,8578,6585,15912
England,West Midlands,female,2023-12-01,28128,32108,32693,33646,34982,36083,37511,38795,38200,39348,39913,41268,41488,39998,39759,40313,39241,38079,38001,37652,36613,36751,39530,40726,41748,42206,42541,43277,43188,44143,44818,46249,46703,47566,47244,47598,47155,46038,45639,44018,43856,43545,42088,43681,41710,37175,36154,36830,36748,37723,38220,39966,42888,42164,42371,42466,41889,41749,42458,41592,40368,39817,38489,36502,35032,34097,33219,32019,30287,30171,30341,29025,28709,28657,29156,29349,32192,27315,23755,25236,22866,20548,17104,16572,15923,15106,13648,12282,10729,8899,7656,6793,5800,4720,3597,8832
England,West Midlands,male,2023-12-01,30064,33612,34394,35052,36958,37842,38893,40620,40433,41289,42348,43512,43180,42437,41884,42520,41333,40273,40348,39942,39515,38963,39941,41506,42929,43032,44787,44744,44872,45335,46452,47864,49105,50779,49068,49876,49107,48265,48550,46923,46507,46225,44914,46738,44509,41072,39591,39937,40656,41144,41794,43335,45298,44770,45249,44924,44136,43879,42644,42647,41434,40525,39047,37125,35477,34394,32500,31126,29429,29032,28730,27495,26348,26216,26796,26398,28738,24079,20689,21536,19428,17125,13586,12853,12636,11237,9928,8551,7101,5765,4642,3769,3056,2360,1712,3564
England,West Midlands,persons,2023-12-01,58214,65486,67146,68645,71958,73871,76362,79370,78663,80477,82312,84902,84626,82443,81430,82773,80573,78322,78183,77599,76165,75734,79536,82280,84528,85208,87331,88015,88067,89430,91335,94151,95859,98353,96339,97472,96125,94337,94235,90900,90326,89795,87096,90435,86197,78230,75795,76828,77424,78961,80015,83231,88173,86962,87656,87309,85991,85557,85102,84273,81833,80380,77538,73724,70448,68451,65736,63086,59705,59257,59106,56426,55087,54892,55946,56018,60983,51363,44433,46744,42255,37672,30628,29377,28630,26356,23577,20819,17836,14732,12290,10580,8847,7066,5306,12407
England,Yorkshire and The Humber,female,2023-12-01,24356,27540,28231,29231,30671,31461,32869,33524,33933,33947,35082,36277,35512,35856,34948,35430,34097,33640,35846,36231,36293,35714,37663,39403,40987,39691,39835,40006,39829,40276,40956,42733,42667,43249,41507,43643,42545,41197,41224,39500,38932,37923,38204,38695,36766,33715,31485,32837,32922,34509,35101,37178,40218,38844,39587,39645,38963,39020,39033,39308,38465,37842,36310,34841,34293,32998,32109,31126,28807,28656,28297,27110,27111,27007,27476,28082,31946,26440,21223,22412,19461,17781,15088,15122,14530,13814,12259,11153,9562,8476,7033,5881,4930,4072,3007,7750
England,Yorkshire and The Humber,male,2023-12-01,25619,28933,30008,30621,31819,32948,34271,35824,35539,35731,36171,37673,37464,37654,36788,37255,35501,35294,35781,36394,35821,35580,36527,38360,40172,41125,42274,41759,42515,42545,43776,44462,44629,45362,43658,44509,43751,43225,43553,41867,41755,41200,40380,41301,39637,36163,34596,35514,35463,36255,37257,38910,41375,40565,40304,41009,39998,39874,39781,40511,38690,38056,36392,35126,33552,32626,31526,30278,27804,27557,27642,25255,25522,25129,25310,25550,28563,23234,18022,19598,16648,14740,11834,11485,10954,10024,8856,7612,6436,5131,4130,3245,2629,1898,1456,2796
England,Yorkshire and The Humber,persons,2023-12-01,49957,56390,58352,59868,62459,64308,67137,69316,69472,69690,71275,73939,72943,73489,71618,72723,69642,68989,71923,72531,72127,71256,74064,77786,81137,80814,81975,81787,82290,82779,84736,87080,87378,88616,85101,88158,86377,84486,84736,81363,80666,79194,78550,80030,76382,69754,66170,68413,68358,70683,72337,76053,81672,79478,79845,80690,79088,78977,78829,79780,77118,75877,72682,70000,67787,65536,63639,61438,56559,56211,55889,52343,52554,52182,52879,53835,60589,49746,39206,41992,36039,32575,26928,26547,25406,23822,21119,18798,16029,13591,11167,9128,7556,5974,4465,10536
England,East Midlands,female,2024-01-01,20782,23745,24571,24860,26252,26838,27992,29498,29789,29899,30326,31561,31477,31416,30724,31040,29983,29225,29661,30611,31488,30561,31579,32226,32727,32429,33206,33293,33194,34687,35162,36274,37500,37435,36905,36895,37231,36123,36284,34926,35041,33953,33956,34851,33329,31208,28738,30154,29971,32062,32055,34150,36343,34877,36501,36381,35777,35842,35975,36287,35222,34372,33000,31647,31405,29477,28766,27520,25859,26280,25826,25173,24917,24650,25733,25853,28971,24592,20018,21479,19071,16842,13826,13385,13113,12128,11007,9641,8669,7334,6206,5354,4411,3666,2851,7282
England,East Midlands,male,2024-01-01,21688,24605,25576,26448,27629,28479,29669,30792,31327,31570,31369,32977,33276,32692,32489,33102,31605,31168,31254,31693,32357,31824,32281,33199,33847,34688,35007,34640,35534,36189,36556,38807,38755,39192,38619,39264,37861,37194,37815,36506,36803,35517,35546,37013,35161,32315,31145,31752,31845,32946,32993,35140,37436,35971,36818,36620,36729,36087,36752,36251,35244,34505,33179,31794,30330,29157,27731,26881,25077,24764,24738,23357,23529,22824,24006,22866,26468,22197,17976,18735,16267,14509,11098,10817,10374,9148,7887,6787,5789,4644,3838,3193,2509,1832,1360,2651
England,East Midlands,persons,2024-01-01,42573,48318,50147,51245,53846,55259,57711,60175,61192,61303,61652,64570,64737,64205,63102,63971,61589,60385,61118,62345,63856,62354,63691,65350,66356,67065,68078,67858,68671,70752,71906,74958,76080,76543,75518,76025,75177,73580,74252,71446,71814,69533,69580,71922,68464,63400,59918,61991,61731,65166,65108,69257,73698,70881,73260,73217,72458,72151,72766,72540,70328,68826,66166,63581,61786,58566,56549,54609,51075,50944,50698,48516,48266,47672,49742,48765,55402,47015,37941,40313,35270,31361,24915,24107,23470,21329,18898,16442,14468,11962,10042,8555,6910,5497,4211,9959
England,East of England,female,2024-01-01,28579,31848,34163,34071,35542,36893,37779,39551,39913,39892,40270,42486,41540,41671,41009,41346,40087,38535,36087,34119,32996,32565,36405,38278,39476,40403,41458,42231,43454,45156,46106,47980,49150,50432,49939,51307,50119,49443,49252,47702,47769,46867,47290,48262,46375,43091,40990,41738,41989,43018,43091,44821,46321,45039,45699,46352,45895,46136,46393,46602,44229,43542,41097,40867,38938,37875,36187,35443,33943,33784,33506,32103,31797,31646,33599,32744,39239,34359,26493,28026,24760,22930,17970,18185,18124,16722,15131,13838,12218,10414,8976,7863,6845,5436,4422,11081
England,East of England,male,2024-01-01,29774,33412,36177,36090,37761,38715,40410,41231,41718,42307,42246,44070,44401,43739,42539,43526,42333,41024,39131,37848,35566,35516,37681,38938,40573,42658,44026,43461,44680,46049,46929,49132,49715,51364,50259,52243,51518,50452,50740,48847,49418,48339,49283,50320,48990,45030,43633,44939,43502,45473,45083,46260,48484,46161,47542,47035,46432,46897,47275,46314,44747,43780,41779,39800,38505,37283,35524,33898,31575,30923,30598,29073,29171,28838,29665,29781,34523,29383,23136,24604,20788,19349,14253,14006,13804,12885,11348,9744,8387,6894,5700,4649,3679,2908,2068,4131
England,East of England,persons,2024-01-01,58231,65308,70485,70053,73325,75682,78186,80796,81702,82281,82468,86514,85912,85310,83455,84827,82466,79572,75301,72054,68060,68075,74136,77229,80225,83170,85599,85755,88129,90889,93322,96891,98853,101759,100247,103511,101692,99913,100015,96550,97222,95255,96551,98611,95616,88103,84611,86806,85357,88635,88163,91108,94777,91214,93098,93375,92352,93005,93369,93031,88896,87271,83210,80754,77492,75135,71790,68920,65721,64765,63791,61581,61379,60537,63255,62516,73801,64075,49660,52469,45546,42314,32299,32273,31998,29632,26517,23647,20592,17354,14669,12494,10504,8386,6543,15201
England,London,female,2024-01-01,45740,50471,52748,53231,54097,55099,56997,58734,58294,57627,59023,60723,60395,59675,59962,61083,58509,56911,54979,57944,60269,64270,74655,89537,99631,103287,107072,109383,110013,108328,108741,110692,106974,108200,105233,105303,99313,96679,95180,90716,87704,86345,83832,83711,80239,74646,71139,69569,67675,67011,63664,64405,62293,63369,61447,62065,59564,59006,58302,56620,55126,52321,48493,48403,45012,42331,40302,38509,36276,34807,32902,32271,29765,29653,29375,28541,30342,27142,22471,22185,20116,19399,15732,16194,15613,14655,12945,11605,10475,8701,7518,6633,5500,4704,3538,9930
England,London,male,2024-01-01,48205,53244,55019,54826,56601,57661,58993,60643,61345,60523,61039,63664,62916,63783,62037,62660,62070,59357,57364,58562,60050,61637,68202,76775,83635,92476,97901,101917,104905,106202,107721,110631,111721,114679,113984,114084,110974,108903,108498,103782,103071,101274,98509,98625,94704,88878,84088,82387,80074,78643,75137,74244,72317,71965,68284,68681,65094,62479,61813,60482,58131,53801,49773,49533,44953,42695,39317,37437,34188,32049,29505,28285,26554,25890,25052,23856,25779,22388,17585,17923,15617,14418,11510,11922,11505,10294,8937,7897,6632,5549,4710,3908,3092,2427,1792,3837
England,London,persons,2024-01-01,93914,103300,107814,108101,110719,112796,115975,119321,119587,117767,119739,124395,123443,123415,122093,123660,120584,116236,112221,116616,120403,125881,142929,166244,183250,195755,204888,211383,214998,214751,216440,221414,218697,222617,219198,219353,210321,205352,203629,194635,190910,187563,182371,182454,174984,163453,155209,151643,147558,145825,138523,138587,134437,135198,129737,130730,124658,122251,120132,117011,113368,106298,98274,98307,90131,84967,79690,75910,70498,66830,62263,60498,56331,55333,54477,52577,55937,49618,40117,40111,35669,33757,27181,28219,27209,25018,21854,19496,17112,14273,12220,10548,8597,7170,5311,13795
England,North East,female,2024-01-01,10830,12369,12843,12834,13665,14068,14505,15329,15037,15322,15314,16358,16195,16117,15646,16252,15548,15736,16861,17336,17531,17321,17283,18151,18324,17748,18466,18475,18474,18195,19044,19648,19547,19828,19104,19738,19555,19329,19325,18510,18017,17961,18161,18205,17572,16104,14462,15816,15395,16079,16395,17668,19594,18601,18793,18960,19518,19659,20176,20046,20153,19907,19242,18408,18409,18383,17453,16711,15634,15184,15287,14497,14564,14013,14462,14455,16199,13898,10935,11233,9599,8724,7565,7861,7373,7100,6522,5482,4985,4227,3464,3144,2450,2097,1463,3597
England,North East,male,2024-01-01,11557,13105,13478,13466,14449,14815,15208,16157,16105,16165,16693,17175,17141,17122,16568,16766,16262,16249,17260,17138,17549,17035,17407,17970,18489,19518,20042,20120,20250,20042,20459,21383,21385,21592,20469,21198,21073,20406,20588,19399,19357,18869,18655,18845,18952,17032,15272,15913,16414,16884,16992,18236,19961,18903,18923,19256,19160,19622,20087,20105,19639,19766,18662,18097,18015,17192,17009,16390,14848,14840,14667,13663,13383,13056,13284,13168,14709,12201,9508,9851,8012,7101,5964,5832,5567,5045,4355,3748,3095,2581,2056,1740,1243,1019,707,1335
England,North East,persons,2024-01-01,22510,25363,26376,26289,28148,28869,29666,31450,31204,31386,31916,33498,33412,33202,32197,33012,31840,32026,34221,34526,35145,34404,34652,36000,36808,37251,38504,38516,38741,38230,39466,40938,40976,41400,39476,40944,40609,39748,40031,37765,37384,36878,36778,37042,36541,33081,29795,31664,31876,33024,33457,35903,39486,37496,37724,38274,38635,39230,40368,40156,39735,39647,37979,36528,36335,35701,34449,33187,30531,30225,29981,28172,27871,27186,27635,27655,30952,26034,20482,21051,17608,15782,13568,13681,12920,12136,10843,9332,8083,6792,5431,4886,3575,3200,2170,4932
England,North West,female,2024-01-01,32832,38046,40021,39699,42392,42893,44428,46789,46563,47201,48151,49441,49355,48634,48049,48112,46649,46214,46228,47344,47229,46951,49031,52318,53503,54081,54163,55019,55230,55367,56663,58709,58948,60352,58370,60284,59127,57145,57795,55482,55298,54412,52647,53972,51308,46778,44489,44888,45715,47237,47355,50611,54103,52544,53439,53514,52658,52965,54177,54138,53156,52305,50504,48028,46483,44642,43434,42112,39223,38196,38040,36476,36527,36406,37030,36742,42653,34633,28643,29403,26866,24467,20516,20287,19554,17929,16485,14577,12500,10665,8822,7665,6513,5108,3940,9842
England,North West,male,2024-01-01,35103,40222,41501,41711,44214,45079,46907,49136,49361,49596,50040,51984,51506,51399,50404,51076,49720,49222,48339,48158,47885,47166,48716,50800,52864,55632,56811,55905,57200,58004,58859,60640,62202,63497,60854,61697,61955,59840,60953,58540,58632,57489,56583,57242,55909,50058,47795,48891,49855,50698,50965,53611,57194,55563,55979,55747,55027,54865,55436,56422,54344,53161,51101,49172,46550,44323,43437,40909,37714,36974,37018,34666,34042,33802,34265,33836,38732,30427,24699,25514,22617,19957,16288,15420,14647,13256,11537,9776,8328,6502,5092,4307,3376,2511,1708,3633
England,North West,persons,2024-01-01,68018,78339,81621,81358,86679,87996,91393,95899,95939,96741,98224,101457,100797,100021,98768,99111,96397,95245,94665,95556,95119,94076,97979,103113,106278,109487,110877,111090,112337,113362,115613,119316,121215,123995,119304,121828,121085,116598,118652,113955,113903,111992,109201,111262,107143,96450,92471,93907,95566,98032,98331,104216,111207,108242,109213,109275,107756,107748,109668,110579,107624,105463,101689,97235,93006,89059,86831,83103,76791,75034,75633,71649,70293,70227,71461,70691,81207,65096,53375,54906,49536,44399,36741,35560,34333,31189,28064,24344,20839,17299,13887,11919,9890,7627,5649,13487
England,South East,female,2024-01-01,39843,45386,48583,48714,50451,52697,53711,56813,57306,57654,58367,61645,61387,61783,60367,61208,60181,58096,55275,53121,52455,51498,55527,59200,61944,59654,61214,60849,62037,63275,65191,69011,70079,73080,71424,73873,72411,71462,71760,69657,70317,69997,70006,71781,69532,64649,61904,62783,62503,64830,64372,66678,69386,66696,67313,68797,68116,67742,67867,67995,66265,64010,61417,59513,57173,55614,53652,51134,48861,48689,48339,46153,46511,46186,48763,48841,55974,49546,39341,40554,37025,33837,26408,26761,26898,25015,22410,20164,17736,15869,13325,12059,10113,8581,6622,17236
England,South East,male,2024-01-01,41766,47574,50965,51053,53506,55789,56452,59831,59777,60722,61283,65349,65304,64646,63649,64307,63774,61816,59318,56519,55214,52911,55826,57830,61081,62489,62745,61910,63476,65037,65063,69120,69316,71666,71535,73998,73837,71185,72968,70308,71071,71742,71722,73770,71887,67817,64330,64594,65790,67666,66196,68741,71006,68412,68603,69503,69118,68497,69773,69341,66820,63949,61793,58960,57242,54059,52350,49843,46167,45998,44410,42355,42123,41085,42079,42775,49267,42923,33593,34521,30949,27447,21208,20801,20291,18210,16059,14452,11953,10050,8127,6860,5569,4193,3068,6443
England,South East,persons,2024-01-01,81469,92922,99761,99680,103956,108530,110122,116682,116882,118397,119729,127015,126478,126450,123865,125400,123875,120168,114406,109886,107806,104889,111024,117276,122974,122248,123708,123070,125822,128259,130271,138069,139103,144890,142972,147833,146322,142808,144891,139838,141325,141868,141699,145586,141368,132473,126284,127388,128353,132522,130537,135465,140336,135303,135621,137965,137052,136405,137536,137362,133044,127992,123446,118505,114597,109684,106074,100634,95163,94673,92753,89005,88250,87601,90766,92091,105188,92702,72904,74990,67993,61249,47806,47483,47184,43236,38479,34736,29682,25851,21418,18863,15679,12863,9678,23722
